content_id,program_uid,education_plan_uid,course_code,course_name_sv,content_order,text_exact,source_file,confidence,notes
VGSSY_MVG201_CONTENT_001,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,1,mänskliga rättigheter,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_002,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,2,människosyn,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_003,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,3,värdegrund för omvårdnad,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_004,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,4,de fyra centrala principerna för medicinsk etik,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_005,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,5,"förhållningssätt, bemötande, empati och självkännedom",Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_006,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,6,organisation av hälso- och sjukvård samt vård- och omsorg i,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_007,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,7,Sverige,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_008,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,8,MVG201,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_009,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,9,2/6,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_010,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,10,relevanta författningar,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_011,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,11,vad som utmärker ett vetenskapligt förhållningssätt samt en,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_012,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,12,vetenskaplig artikel,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_013,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,13,kvalitativ samt kvantitativ forskningsansats,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_014,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,14,"forsknings- och forskaretik, referenshantering",Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_015,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,15,utvecklingspsykologi,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_016,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,16,cellbiologi,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_017,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,17,vävnads- och organtyper,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_018,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,18,nervsystemet,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_019,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,19,sinnena,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_020,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,20,rörelseapparaten,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_021,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,21,cirkulationssystemet,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_022,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,22,virus och bakteriers påverkan på människans hälsa och ohälsa,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_023,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,23,immunologi,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_024,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,24,vårdhygien: betydelse för att förhindra smittspridning och,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_025,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,25,uppkomst av vårdrelaterade infektioner samt basala hygienrutiner,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_026,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,26,och klädregler,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_027,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,27,läkemedels och engångsmaterials påverkan på miljö,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_028,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,28,farmakologi,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_029,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,29,evidensbegreppet,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_030,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,30,grundläggande omvårdnadsbehov,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_031,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,31,vanligt förekommande material vid såromläggning,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_032,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,32,vanligt förekommande hjälpmedel vid urin- och,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_033,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,33,avföringsinkontinens samt katetriseringsmaterial för urinblåsa,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_034,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,34,läkemedels beredningsformer och administreringssätt,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_035,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,35,evidensbaserat metod- och kunskapsstöd: Vårdhandboken,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_036,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,36,kommunikation utifrån begränsade fysiologiska förutsättningar,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_037,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,37,förflyttningsteknik,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_038,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,38,puls- och blodtrycksmätning,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_039,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,39,basal hjärt- och lungräddning (HLR) för vuxen,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_040,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,40,läkemedelshantering,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_041,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,41,läkemedelsberäkning,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_042,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,42,sjuksköterskeprofessionen,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_043,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,43,omvårdnadsämnet som arbetsområde och vetenskap,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_044,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,44,omvårdnadsprocessen,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_045,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,45,"omvårdnadens bärande begrepp: hälsa, människa, miljö och",Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_046,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,46,omvårdnad,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_047,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,47,MVG201,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_048,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,48,3/6,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_049,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,49,ramverket Fundamentals of Care,Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_050,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,50,"de sex kärnkompetenserna: personcentrerad vård, samverkan i",Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_051,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,51,"team, evidensbaserad vård, förbättringskunskap för",Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_MVG201_CONTENT_052,VGSSY,VGSSY,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,52,"kvalitetsutveckling, säker vård och informatik",Kurs1_sskgrund_MVG201.pdf,high,
VGSSY_OMG401_CONTENT_001,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,1,grundläggande omvårdnad,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_002,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,2,författningar,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_003,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,3,evidensbaserad vård,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_004,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,4,omvårdnadsprocessen,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_005,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,5,personcentrerad vård,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_006,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,6,"kommunikation, patientundervisning och pedagogiska traditioner",Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_007,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,7,"klinisk färdighetsträning: kapillär och venös provtagning, subkutan",Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_008,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,8,"injektionsgivning, perifer venkateter, kateter i urinblåsan, sårvård",Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_009,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,9,samt syrgasbehandling,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_010,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,10,grundläggande vårdhygien och vårdhygieniska principer,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_011,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,11,sjuksköterskans profession,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_012,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,12,ledarskap i vårdnära situationer,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_013,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,13,sjuksköterskans roll i teamet/interprofessionell samverkan,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_014,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,14,etik,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_015,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,15,läkemedelsberäkning och hantering,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_016,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,16,"magtarmsystemet, njurar och urinvägar, respiration, endokrinologi",Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_017,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,17,samt reproduktion,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_018,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,18,"fysiologiska processer kopplat till levnadsvanor, hälsa och ohälsa",Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_019,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,19,vetenskapliga begrepp,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_020,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,20,"teorier, modeller och referensramar",Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_021,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,21,omvårdnadsteorier och omvårdnadsmodeller,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_022,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,22,grundläggande statistik,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_023,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,23,OMG401,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG401_CONTENT_024,VGSSY,VGSSY,OMG401,Omvårdnad vid vanligt förekommande sjukdomstillstånd samt fysiologi och anatomi del II,24,3/6,Kurs2_sskgrund_OMG401.pdf,high,
VGSSY_OMG402_CONTENT_001,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",1,global hälsoutveckling,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_002,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",2,prevention av folksjukdomar,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_003,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",3,primärvårdens organisation och ansvar,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_004,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",4,"copingstrategier (tillämpning), livsstilsförändringar, livskvalitet, egenvård, känsla av sammanhang (KASAM), salutogent perspektiv samt empowerment vid långvariga ohälsa",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_005,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",5,"nutrition, kost, elimination, munhälsa samt fysisk aktivitet",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_006,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",6,"alkohol, tobak, fetma samt våld",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_007,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",7,"hälsa och ohälsa utifrån etnicitet, ålder, klass, genus och likabehandling",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
VGSSY_OMG402_CONTENT_008,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",8,"hjärt- och kärlsjukdomar, andningsorganens sjukdomar, cerebrovaskulära sjukdomar, endokrina sjukdomar, cancersjukdomar samt psykisk ohälsa och psykiska sjukdomar",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,
