content_id,program_uid,education_plan_uid,course_code,course_name_sv,content_order,text_exact,source_file,confidence,notes
VGSSY_OMG403_CONTENT_041,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",41,basal hjärt- och lungräddning (HLR) för barn,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_042,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",42,akut omhändertagande enligt ABCDE-principen,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_043,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",43,prehospital omvårdnad: triage och akuta bedömningar,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_044,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",44,pre- och postoperativ omvårdnad,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_045,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",45,behandling vid akuta smärttillstånd,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_046,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",46,krisreaktioner och stödinsatser,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_047,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",47,författningar av särskild relevans för psykiatrisk verksamhet,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_048,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",48,modell för etiska ställningstaganden,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_049,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",49,OMG403,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_050,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",50,4/7,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_051,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",51,omvårdnadspedagogik inom psykiatrisk vård,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_052,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",52,palliativ vård samt vård vid livets slut,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_053,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",53,centrala etiska begrepp och principer inom palliativ vård,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_054,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",54,brytpunktssamtal,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_055,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",55,reflektion kring hopp och lidande,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_056,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",56,barn som utsatts för våld eller bevittnat våld i nära relationer,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_057,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",57,handhavande av medicinskteknisk utrustning,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_058,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",58,avancerad hemsjukvård i etiskt komplexa situationer,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_059,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",59,avancerad hemsjukvård utifrån individuella omvårdnadsbehov,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_060,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",60,avancerad hemsjukvård med fokus på hantering av,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_CONTENT_061,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",61,medicinskteknisk utrustning,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG551_CONTENT_001,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,1,evidens i omvårdnadsarbetet,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_002,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,2,"forskningsprocessen: syfte, design och forskningsansats,",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_003,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,3,"datainsamlings-, urvals- och analysmetoder (inklusive statistik)",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_004,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,4,inom ämnet omvårdnad,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_005,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,5,OMG551,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_006,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,6,3/7,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_007,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,7,trovärdighet samt reliabilitet och validitet,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_008,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,8,litteraturstudier,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_009,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,9,vetenskapsteoretiska traditioner,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_010,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,10,forsknings- och forskaretik inom humanforskning,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_011,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,11,strukturerad informationssökning avseende forskning inom ämnet,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_012,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,12,omvårdnad,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_013,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,13,kvalitetsgranskning av omvårdnadsforskning,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_014,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,14,verksamhetsförlagd utbildning (VFU),Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_015,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,15,professionell kommunikation,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_016,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,16,"professionellt, etiskt förhållningssätt",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_017,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,17,omvårdnad i komplexa vårdsituationer,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_018,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,18,omvårdnadsprocessen i komplexa vårdsituationer,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_019,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,19,dokumentation i patientjournal,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_020,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,20,omvårdnadsinformatik,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_021,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,21,"patientsäker läkemedelshantering, undersökning och behandling",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_022,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,22,hälsofrämjande förhållningssätt,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_023,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,23,kommunikation,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_024,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,24,"ledarskap, teamarbete och samverkan",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_025,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,25,"grupprocesser, roller och konflikthantering",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_026,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,26,vårdmiljö,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_027,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,27,individuell vårdplanering,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_028,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,28,vetenskapligt skrivande inom kontexten omvårdnad,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_029,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,29,utformning av en projektplan inom ämnet omvårdnad,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_030,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,30,författningar,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_031,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,31,vårdhygien,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_032,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,32,personcentrerad vård,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_033,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,33,"självkännedom, noggrannhet, pålitlighet och omdöme i yrkesrollen",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_034,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,34,säker vård,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_035,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,35,"genus, jämställdhet och likabehandling inom vården",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_036,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,36,förbättringskunskap,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_037,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,37,implementering av förbättringsarbete,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_038,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,38,etik,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_039,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,39,opponentskap och respondentskap,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_040,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,40,OMG551,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_CONTENT_041,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,41,4/7,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG805_CONTENT_001,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,1,vetenskapligt förhållningssätt,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_002,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,2,forskningsprocessen,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_003,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,3,vetenskapligt skrivande,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_004,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,4,informationssökning,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_005,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,5,forskningsetik,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_006,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,6,forskaretik,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_007,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,7,granskning och värdering av examensarbeten inom omvårdnad,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_008,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,8,granskning av vetenskaplig kvalitet,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_009,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,9,utformning av examensarbete inom omvårdnad,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_010,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,10,opponentskap och försvar av examensarbeten inom omvårdnad,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_CONTENT_011,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,11,vetenskaplig kommunikation,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG552_CONTENT_001,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,1,verksamhetsförlagd utbildning (VFU),Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_002,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,2,komplex vård,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_003,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,3,kommunikation,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_004,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,4,information,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_005,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,5,undervisning,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_006,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,6,omvårdnadsprocessen,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_007,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,7,hälsofrämjande och sjukdomsförebyggande åtgärder,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_008,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,8,läkemedelshantering och läkemedelsberäkning,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_009,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,9,"undersökningar, behandlingar samt medicinskteknisk utrustning",Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_010,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,10,samverka,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_011,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,11,arbetsledning och handledning,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_012,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,12,kliniskt beslutsfattande,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_013,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,13,motivering av sitt handlande,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_014,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,14,reflektion och professionell utveckling,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_015,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,15,evidensbaserad vård,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_016,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,16,god och säker vård,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_017,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,17,författningar och styrdokument,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_018,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,18,professionellt förhållningssätt,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_019,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,19,personcentrerat förhållningssätt,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_020,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,20,"självkännedom, noggrannhet, pålitlighet och omdöme i yrkesrollen",Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_CONTENT_021,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,21,interprofessionellt samarbete/lärande,Kurs7_sskgrund_OMG552.docx,high,
