exam_id,exam_source,program_uid,education_plan_uid,course_code,course_name_sv,module_code_if_stated,module_name_if_stated,credits_hp_if_stated,exam_order,examination_text_exact,examination_category,grading_scale_if_stated,related_learning_outcomes_if_stated,source_file,confidence,notes
VGSSY_OMG402_EXAM_MODULE_0022,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0022,"Tentamen, individuell (mål 5)",0.5,13,"Tentamen, individuell (mål 5)",written_exam,UG,5,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG402_EXAM_MODULE_0023,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0023,"Seminarium, individuell bedömning (mål 6,7)",1.0,14,"Seminarium, individuell bedömning (mål 6,7)",seminar,UV,"6,7",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG402_EXAM_MODULE_0024,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0024,"Seminarium, individuell bedömning (mål 9,10, 31)",1.5,15,"Seminarium, individuell bedömning (mål 9,10, 31)",seminar,UV,"9,10, 31",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG402_EXAM_MODULE_0025,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0025,"Tentamen, individuell (mål 14)",1.0,16,"Tentamen, individuell (mål 14)",written_exam,UV,14,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG402_EXAM_MODULE_0026,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0026,"Klinisk färdighetsträning, individuell (mål 18)",1.5,17,"Klinisk färdighetsträning, individuell (mål 18)",practical_skills_assessment,UG,18,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG402_EXAM_MODULE_0027,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0027,"Tentamen, individuell (mål 13)",0.5,18,"Tentamen, individuell (mål 13)",written_exam,UG,13,p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG402_EXAM_MODULE_0028,module_table,VGSSY,VGSSY,OMG402,"Specifik omvårdnad vid folksjukdomar, pediatrik, sexuell- och reproduktiv hälsa",0028,"Seminarium, individuell bedömning (mål 32, 33)",1.0,19,"Seminarium, individuell bedömning (mål 32, 33)",seminar,UV,"32, 33",p_21_3REV kp Specifik omvaÂ°rdnad vid folksjukdomar pediatrik sexuell- och reproduktiv haÂ¨lsa _ 30 hp _ OMG402 _ KomplettKurs grundnivaÂ°.docx,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0001,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0001,"Seminarium, individuell bedömning (mål 1)",0.5,1,"Seminarium, individuell bedömning (mål 1)",seminar,UG,1,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0002,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0002,"Klinisk examination, individuell (mål 2, 3, 23)",4.5,2,"Klinisk examination, individuell (mål 2, 3, 23)",clinical_examination,UG,"2, 3, 23",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0003,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0003,"Muntlig examination, individuell (mål 4–6, 10)",3.0,3,"Muntlig examination, individuell (mål 4–6, 10)",oral,UG,"4–6, 10",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0004,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0004,"Muntlig examination, individuell (mål 7, 31)",1.0,4,"Muntlig examination, individuell (mål 7, 31)",oral,UG,"7, 31",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0007,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0007,"Tentamen, individuell samt klinisk färdighetsträning, individuell (mål 14)",1.0,5,"Tentamen, individuell samt klinisk färdighetsträning, individuell (mål 14)",practical_skills_assessment|written_exam,UG,14,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0009,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0009,"Tentamen, individuell samt klinisk färdighetsträning, individuell (mål 24)",0.5,6,"Tentamen, individuell samt klinisk färdighetsträning, individuell (mål 24)",practical_skills_assessment|written_exam,UG,24,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0010,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0010,"Klinisk examination, individuell (mål 25)",1.5,7,"Klinisk examination, individuell (mål 25)",clinical_examination,UV,25,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0013,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0013,"Seminarium, individuell bedömning (mål 30)",0.5,8,"Seminarium, individuell bedömning (mål 30)",seminar,UG,30,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0016,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0016,"Skriftlig examination, grupp med individuell bedömning (mål 36)",0.5,9,"Skriftlig examination, grupp med individuell bedömning (mål 36)",written,UV,36,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0017,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0017,"Tentamen, individuell (mål 11, 12)",1.5,10,"Tentamen, individuell (mål 11, 12)",written_exam,UV,"11, 12",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0019,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0019,"Seminarium individuell bedömning (mål 9, 13, 37)",1.0,11,"Seminarium individuell bedömning (mål 9, 13, 37)",seminar,UG,"9, 13, 37",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0020,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0020,"Seminarium, individuell bedömning (mål 8)",1.5,12,"Seminarium, individuell bedömning (mål 8)",seminar,UG,8,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0021,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0021,"Seminarium, individuell bedömning (mål 26, 28, 29)",3.0,13,"Seminarium, individuell bedömning (mål 26, 28, 29)",seminar,UG,"26, 28, 29",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0022,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0022,"Seminarium, individuell bedömning (mål 27)",1.5,14,"Seminarium, individuell bedömning (mål 27)",seminar,UG,27,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0023,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0023,"Skriftlig examination, individuell bedömning (mål 35)",0.5,15,"Skriftlig examination, individuell bedömning (mål 35)",written,UG,35,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0024,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0024,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 15-20, 33-34)",7.0,16,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 15-20, 33-34)",vfu_assessment|oral,UG,"15-20, 33-34",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0025,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0025,"Seminarium, individuell bedömning (mål 21)",0.5,17,"Seminarium, individuell bedömning (mål 21)",seminar,UG,21,Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG403_EXAM_MODULE_0026,module_table,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",0026,"Muntlig gruppresentation av uppgift, individuell bedömning (mål 22, 32)",0.5,18,"Muntlig gruppresentation av uppgift, individuell bedömning (mål 22, 32)",oral,UG,"22, 32",Kurs4_sskgrund_OMG403.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0001,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0001,"Seminarium, individuell bedömning (mål 1)",1.5,1,"Seminarium, individuell bedömning (mål 1)",seminar,UG,1,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0002,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0002,"Seminarium, individuell bedömning (mål 2)",2.5,2,"Seminarium, individuell bedömning (mål 2)",seminar,UG,2,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0003,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0003,"Seminarium, individuell bedömning (mål 3)",1.0,3,"Seminarium, individuell bedömning (mål 3)",seminar,UG,3,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0004,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0004,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 4‐10, 21-23)",6.0,4,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 4‐10, 21-23)",vfu_assessment|oral,UV,"4‐10, 21-23",Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0005,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0005,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 11-17, 24-26)",6.0,5,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 11-17, 24-26)",vfu_assessment|oral,UV,"11-17, 24-26",Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0006,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0006,"Seminarium, individuell bedömning (mål 18)",2.0,6,"Seminarium, individuell bedömning (mål 18)",seminar,UG,18,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0007,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0007,"Seminarium, individuell bedömning (mål 19)",0.5,7,"Seminarium, individuell bedömning (mål 19)",seminar,UG,19,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0008,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0008,"Skriftlig examination, grupp med individuell bedömning (mål 20)",3.0,8,"Skriftlig examination, grupp med individuell bedömning (mål 20)",written,UG,20,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0009,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0009,"Seminarium, individuell bedömning (mål 27)",0.5,9,"Seminarium, individuell bedömning (mål 27)",seminar,UG,27,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0010,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0010,"Seminarium, individuell bedömning (mål 28)",0.5,10,"Seminarium, individuell bedömning (mål 28)",seminar,UG,28,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0011,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0011,"Seminarium, individuell bedömning (mål 29)",1.0,11,"Seminarium, individuell bedömning (mål 29)",seminar,UG,29,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0012,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0012,"Muntlig gruppresentation av uppgift, individuell bedömning samt skriftlig examination, grupp med individuell bedömning (mål 30)",1.5,12,"Muntlig gruppresentation av uppgift, individuell bedömning samt skriftlig examination, grupp med individuell bedömning (mål 30)",written|oral,UG,30,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0013,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0013,"Seminarium, individuell bedömning (mål 31)",0.5,13,"Seminarium, individuell bedömning (mål 31)",seminar,UG,31,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0014,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0014,"Skriftlig examination, individuell (mål 32)",2.5,14,"Skriftlig examination, individuell (mål 32)",written,UV,32,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0015,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0015,"Seminarium, individuell bedömning (mål 33)",1.0,15,"Seminarium, individuell bedömning (mål 33)",seminar,UG,33,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG805_EXAM_MODULE_0001,module_table,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,0001,"Självständigt arbete, individuell bedömning (lärandemål 1-13)",15.0,1,"Självständigt arbete, individuell bedömning (lärandemål 1-13)",other,UV,1-13,Kurs6_sskgrund_OMG805.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
