outcome_id,program_uid,education_plan_uid,course_code,course_name_sv,outcome_order,outcome_category_if_stated,text_exact,verb_or_action,source_file,confidence,notes
VGSSY_OMG403_LO_30,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",30,Färdighet och förmåga,"utifrån ett personcentrerat förhållningssätt redogöra för och diskutera den psykiatriska omvårdnadsprocessen, evidensbaserad omvårdnad samt författningar utifrån patientfall",utifrån,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_31,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",31,Färdighet och förmåga,i samråd med patienten och dess närstående identifiera individuella behov och egna resurser samt föreslå åtgärder enligt omvårdnadsprocessen vid palliativ omvårdnad,i,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_32,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",32,Värderingsförmåga och förhållningssätt,tillämpa evidensbaserad samt god och säker vård utifrån gällande författningar och styrdokument samt visa sitt kunnande i handlingsberedskap inom psykiatrisk omvårdnad,tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_33,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",33,Värderingsförmåga och förhållningssätt,"tillämpa professionellt, personcentrerat, empatiskt och hälsofrämjande förhållningssätt i teamarbete/samverkan samt gentemot patient och närstående inom psykiatrisk omvårdnad",tillämpa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_34,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",34,Värderingsförmåga och förhållningssätt,visa självkännedom i den egna professionella kompetensen samt kunna identifiera sitt behov av ytterligare kunskap för fortlöpande utveckling av sin professionella kompetens inom psykiatrisk omvårdnad,visa,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_35,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",35,Värderingsförmåga och förhållningssätt,identifiera ett etiskt problem i en psykiatrisk vårdsituation och utifrån detta argumentera för olika lösningar kopplat till etiska teorier,identifiera,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_36,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",36,Värderingsförmåga och förhållningssätt,"urskilja hur hopp och lidande beskrivs ur ett patient-, närstående- och sjuksköterskeperspektiv",urskilja,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG403_LO_37,VGSSY,VGSSY,OMG403,"Specifik omvårdnad vid psykisk ohälsa, akuta situationer, av kvinnor och barn samt sjukdomar inom medicin, kirurgi, infektion och geriatrik",37,Värderingsförmåga och förhållningssätt,redogöra för säker hantering samt förebyggande av risker vid hantering av medicinsktekniska produkter inom hemsjukvård,redogöra,Kurs4_sskgrund_OMG403.pdf,high,
VGSSY_OMG551_LO_01,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,1,Kunskap och förståelse,reflektera över och diskutera evidensbaserad vård och användningen av strategier för utveckling och hälsofrämjande förbättringsarbete inom hemsjukvård och/eller äldreomsorg,reflektera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_02,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,2,Kunskap och förståelse,"värdera vanligt förekommande forskningsansatser, design, urvalsmetoder, datainsamlingsmetoder, analysmetoder, forsknings- och forskaretiska- samt kvalitetsaspekter i kvantitativa-, kvalitativa- och litteraturstudier 2026-03-18 11:40 OMG551 https://edu.hig.se/docs/sv/syllabus/course/OMG551?valid-from=2026-08-31 1/7",värdera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_03,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,3,Kunskap och förståelse,"välja ut relevanta söktermer utifrån en frågeställning inom ramen för ämnet omvårdnad, genomföra en strukturerad databassökning samt värdera utfallet ** Färdighet och förmåga**",välja,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_04,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,4,Kunskap och förståelse,tillämpa god kommunikation i mötet med patient och närstående samt kunna ge anpassad information och/eller undervisning inom hemsjukvård,tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_05,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,5,Kunskap och förståelse,"initiera och tillämpa omvårdnadsprocessens samtliga steg (bedöma, identifiera, planera, prioritera, utföra och följa upp vård samt rapportera och dokumentera) vid komplexa vårdbehov inom hemsjukvård",initiera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_06,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,6,Kunskap och förståelse,"bedöma rimlighet, följa ordination, iordningsställa, administrera samt utvärdera effekter av läkemedel samt informera patienter om läkemedlens effekter och biverkningar inom hemsjukvård",bedöma,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_07,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,7,Kunskap och förståelse,"identifiera behov av, planera samt föreslå hälsofrämjande och sjukdomsförebyggande åtgärder för individer inom hemsjukvård",identifiera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_08,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,8,Kunskap och förståelse,"medverka vid samt självständigt planera, genomföra och ta ansvar för undersökningar och behandlingar inom hemsjukvård",medverka,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_09,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,9,Kunskap och förståelse,"självständigt förbereda, planera och genomföra teamarbete och samverka med olika yrkesgrupper inom och utanför verksamheten med fokus på komplex vård inom hemsjukvård",självständigt,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_10,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,10,Kunskap och förståelse,"arbetsleda genom att planera, anpassa, prioritera, fördela, samordna och följa upp arbetet i omvårdnadsteamet samt handleda personal och/eller studerande inom hemsjukvård",arbetsleda,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_11,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,11,Kunskap och förståelse,tillämpa god kommunikation i mötet med patient och närstående samt kunna ge anpassad information och/eller undervisning inom äldreomsorg,tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_12,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,12,Kunskap och förståelse,"initiera och tillämpa omvårdnadsprocessens samtliga steg (bedöma, identifiera, planera, prioritera, utföra och följa upp vård samt rapportera och dokumentera) vid komplexa vårdbehov inom äldreomsorg",initiera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_13,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,13,Kunskap och förståelse,"bedöma rimlighet, följa ordination, iordningsställa, administrera och utvärdera effekter av läkemedel samt informera patienter om läkemedlens effekter och biverkningar inom äldreomsorg",bedöma,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_14,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,14,Kunskap och förståelse,"identifiera behov av, planera samt föreslå hälsofrämjande och sjukdomsförebyggande åtgärder för individer inom äldreomsorg",identifiera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_15,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,15,Kunskap och förståelse,"medverka vid samt självständigt planera, genomföra och ta ansvar för undersökningar och behandlingar inom äldreomsorg",medverka,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_16,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,16,Kunskap och förståelse,"självständigt förbereda, planera och genomföra teamarbete och samverka med olika yrkesgrupper inom och utanför verksamheten med fokus på komplex vård inom äldreomsorg",självständigt,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_17,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,17,Kunskap och förståelse,"arbetsleda genom att planera, anpassa, prioritera, fördela, samordna och följa upp arbetet i omvårdnadsteamet samt handleda personal och/eller studerande inom äldreomsorg",arbetsleda,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_18,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,18,Kunskap och förståelse,tillämpa sin kunskap i att hantera komplexa situationer utifrån individers och gruppers behov samt reflektera kring dessa,tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_19,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,19,Kunskap och förståelse,"reflektera över komplexa fysiska och psykosociala vårdmiljöer ur patient-, närstående- och sjuksköterskeperspektiv vid vård i hemsjukvård",reflektera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_20,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,20,Kunskap och förståelse,"formulera och rapportera en projektplan för självständigt arbete utifrån forskningsprocessen, vedertagen svensk skriftspråksnorm samt 2026-03-18 11:40 OMG551 https://edu.hig.se/docs/sv/syllabus/course/OMG551?valid-from=2026-08-31 2/7 användande av korrekt och vetenskaplig källhänvisningsteknik ** Värderingsförmåga och förhållningssätt**",formulera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_21,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,21,Kunskap och förståelse,tillämpa evidensbaserad samt god och säker vård utifrån gällande författningar och styrdokument samt visa sitt kunnande i handlingsberedskap inom hemsjukvård,tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_22,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,22,Kunskap och förståelse,"tillämpa professionellt, personcentrerat, empatiskt och hälsofrämjande förhållningssätt i teamarbete/samverkan samt gentemot patient och närstående inom hemsjukvård",tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_23,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,23,Kunskap och förståelse,"visa självkännedom i den egna professionella kompetensen samt kunna identifiera sitt behov av ytterligare kunskap för fortlöpande utveckling av sin professionella kompetens, inom hemsjukvård",visa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_24,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,24,Kunskap och förståelse,"tillämpa evidensbaserad samt god och säker vård utifrån gällande författningar och styrdokument samt visa sitt kunnande i handlingsberedskap, inom äldreomsorg",tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_25,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,25,Kunskap och förståelse,"tillämpa professionellt, personcentrerat, empatiskt och hälsofrämjande förhållningssätt i teamarbete/samverkan samt gentemot patient och närstående inom äldreomsorg",tillämpa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_26,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,26,Kunskap och förståelse,"visa självkännedom i den egna professionella kompetensen samt kunna identifiera sitt behov av ytterligare kunskap för fortlöpande utveckling av sin professionella kompetens, inom äldreomsorg",visa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_27,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,27,Kunskap och förståelse,"visa fördjupad förmåga att reflektera över genus, jämställdhet, likabehandling samt våld i nära relationer inom hemsjukvård",visa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_28,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,28,Kunskap och förståelse,"visa fördjupad förmåga att reflektera över genus, jämställdhet, likabehandling samt våld i nära relationer inom äldreomsorg",visa,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_29,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,29,Kunskap och förståelse,"diskutera och reflektera över grupprocesser, teamarbete, ledarskap och konflikthantering inom hemsjukvård och/eller äldreomsorg",diskutera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_30,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,30,Kunskap och förståelse,"identifiera och motivera ett relevant problemområde, presentera en plan för förbättring av detta och dess implementering samt argumentera och förklara hur denna kan säkra kvaliteten i hemsjukvård och/eller äldreomsorg",identifiera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_31,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,31,Kunskap och förståelse,"värdera, argumentera och visa förståelse för intressenters olika perspektiv vid etiska dilemman i komplexa vårdsituationer inom äldreomsorg samt problematisera konsekvenser av etiska dilemman","värdera,",Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_32,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,32,Kunskap och förståelse,"reflektera över patienters komplexa situation och med ett helhets- och hälsofrämjande perspektiv samt i relation till personcentrerad vård och grundläggande principer inom omvårdnadsinformatik kunna bedöma, föreslå, och motivera åtgärder samt dokumentera utifrån evidens, patientsäkerhet och relevanta författningar, i hemsjukvård och/eller äldreomsorg",reflektera,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG551_LO_33,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,33,Kunskap och förståelse,kritiskt granska samt försvara en projektplan för självständigt arbete inom ämnet omvårdnad,kritiskt,Kurs5_sskgrund_OMG551.pdf,high,
VGSSY_OMG805_LO_01,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,1,Kunskap och förståelse,"identifiera, avgränsa och formulera ett relevant problemområde inom omvårdnad","identifiera,",Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_02,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,2,Kunskap och förståelse,"redogöra för centrala begrepp, modell/teori och relevant forskning inom valt problemområde",redogöra,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_03,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,3,Kunskap och förståelse,beskriva val av design och metod i relation till syfte,beskriva,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_04,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,4,Kunskap och förståelse,redogöra för forskningsetiska och/eller forskaretiska principer i relation till valt examensarbete,redogöra,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_05,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,5,Färdighet och förmåga,"söka, granska, värdera och sammanfatta vetenskaplig litteratur utifrån ett vetenskapligt förhållningssätt 2026-03-18 11:40 OMG805 https://edu.hig.se/docs/sv/syllabus/course/OMG805?valid-from=2027-01-18 1/3","söka,",Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_06,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,6,Färdighet och förmåga,genomföra datainsamling och dataanalys utifrån ett vetenskapligt förhållningssätt,genomföra,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_07,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,7,Färdighet och förmåga,framställa resultat och diskutera det i relation till modell/teori och relevant forskning,framställa,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_08,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,8,Färdighet och förmåga,förklara examensarbetet och diskutera problem och lösningar i dialog med olika målgrupper,förklara,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_09,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,9,Färdighet och förmåga,försvara det egna examensarbetet utifrån ett vetenskapligt förhållningssätt,försvara,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_10,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,10,Färdighet och förmåga,granska ett annat examensarbete utifrån ett vetenskapligt förhållningssätt,granska,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_11,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,11,Värderingsförmåga och förhållningssätt,urskilja och värdera metodologiska styrkor och svagheter i det egna examensarbetet,urskilja,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_12,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,12,Värderingsförmåga och förhållningssätt,värdera det egna examensarbetets relevans för omvårdnad som ämne samt betydelsen av arbetets resultat för ett samhällsperspektiv,värdera,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG805_LO_13,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,13,Värderingsförmåga och förhållningssätt,reflektera över sina styrkor och utvecklingsbehov samt beskriva konkreta strategier för fortsatt kunskapsinhämtning inom omvårdnad,reflektera,Kurs6_sskgrund_OMG805.pdf,high,
VGSSY_OMG552_LO_01,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,1,Färdighet och förmåga,"tillämpa anpassad kommunikation, information och undervisning i mötet med patient och närstående i komplexa vårdsituationer",tillämpa,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_02,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,2,Färdighet och förmåga,"tillämpa omvårdnadsprocessens samtliga steg (bedöma, identifiera, planera, prioritera, utföra och följa upp vård samt rapportera och dokumentera) i komplexa vårdsituationer inom somatisk slutenvård",tillämpa,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_03,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,3,Färdighet och förmåga,"identifiera behov av, planera samt föreslå hälsofrämjande och sjukdomsförebyggande åtgärder för patienter inom somatisk slutenvård",identifiera,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_04,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,4,Färdighet och förmåga,"följa ordinationer, bedöma rimlighet i läkemedelsordinationer, iordningsställa, administrera/överlämna samt utvärdera effekter av läkemedel och informera patienter om läkemedlens effekter och biverkningar inom somatisk slutenvård",följa,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_05,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,5,Färdighet och förmåga,"medverka vid samt självständigt planera, genomföra och ta ansvar för undersökningar och behandlingar samt hantera medicinskteknisk utrustning inom somatisk slutenvård",medverka,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_06,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,6,Färdighet och förmåga,samverka med olika yrkesgrupper inom och utanför verksamheten för patienter med komplexa vårdbehov,samverka,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_07,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,7,Färdighet och förmåga,"arbetsleda genom att planera, anpassa, prioritera, fördela, samordna och följa upp arbetet i omvårdnadsteamet samt handleda personal och/eller studerande inom somatisk slutenvård",arbetsleda,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_08,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,8,Färdighet och förmåga,ta initiativ i komplexa vårdsituationer inom sjuksköterskans ansvarsområde samt motivera sitt handlande,ta,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_09,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,9,Färdighet och förmåga,reflektera över komplexa vårdsituationer under den verksamhetsförlagda utbildningen för att bidra till den egna professionella yrkesutvecklingen,reflektera,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_10,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,10,Färdighet och förmåga,planera och genomföra ett undervisningstillfälle fokuserat på komplexa vårdsituationer,planera,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_11,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,11,Färdighet och förmåga,"utföra och förklara komplexa vårdsituationer, företeelser och frågeställningar som ingår i sjuksköterskans professionella yrkesutövande utifrån patientfall",utföra,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_12,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,12,Värderingsförmåga och förhållningssätt,tillämpa evidensbaserad samt god och säker vård utifrån gällande författningar och styrdokument samt visa sitt kunnande i handlingsberedskap i komplexa vårdsituationer,tillämpa,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_13,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,13,Värderingsförmåga och förhållningssätt,"tillämpa professionellt, personcentrerat, empatiskt och hälsofrämjande förhållningssätt i teamarbete/samverkan samt gentemot patient och närstående",tillämpa,Kurs7_sskgrund_OMG552.docx,high,
VGSSY_OMG552_LO_14,VGSSY,VGSSY,OMG552,Omvårdnad vid komplexa vårdbehov II,14,Värderingsförmåga och förhållningssätt,"visa självkännedom i den egna professionella kompetensen samt kunna identifiera sitt behov av ytterligare kunskap för fortlöpande utveckling av sin professionella kompetens, i komplexa vårdsituationer",visa,Kurs7_sskgrund_OMG552.docx,high,
